-8.00553828e-03	-7.59192590e-04
-7.67197419e-03	-1.41431957e-03
-7.33841009e-03	-3.41929376e-03
-7.00484600e-03	-7.94430003e-03
-6.67128190e-03	-1.77866861e-02
-6.33771781e-03	-3.82759131e-02
-6.00415371e-03	-7.92004328e-02
-5.67058962e-03	-1.57558166e-01
-5.33702552e-03	-3.01333163e-01
-5.00346143e-03	-5.54028532e-01
-4.66989733e-03	-9.79224038e-01
-4.33633324e-03	-1.66372948e+00
-4.00276914e-03	-2.71715443e+00
-3.66920505e-03	-4.26534513e+00
-3.33564095e-03	-6.43535532e+00
-3.00207686e-03	-9.33108138e+00
-2.66851276e-03	-1.30012310e+01
-2.33494867e-03	-1.74047719e+01
-2.00138457e-03	-2.23822345e+01
-1.66782048e-03	-2.76429874e+01
-1.33425638e-03	-3.27773731e+01
-1.00069229e-03	-3.72979435e+01
-6.67128190e-04	-4.07065251e+01
-3.33564095e-04	-4.25756287e+01
1.85165269e-18	-4.26266169e+01
3.33564095e-04	-4.07855837e+01
6.67128190e-04	-3.72022927e+01
1.00069229e-03	-3.22266249e+01
1.33425638e-03	-2.63480851e+01
1.66782048e-03	-2.01132109e+01
2.00138457e-03	-1.40403631e+01
2.33494867e-03	-8.55009917e+00
2.66851276e-03	-3.92321227e+00
3.00207686e-03	-2.90022051e-01
3.33564095e-03	2.35337334e+00
3.66920505e-03	4.11129842e+00
4.00276914e-03	5.14805828e+00
4.33633324e-03	5.65017803e+00
4.66989733e-03	5.79728770e+00
5.00346143e-03	5.74394122e+00
5.33702552e-03	5.61172170e+00
5.67058962e-03	5.48922599e+00
6.00415371e-03	5.43691087e+00
6.33771781e-03	5.49396013e+00
6.67128190e-03	5.68495044e+00
7.00484600e-03	6.02485830e+00
7.33841009e-03	6.52173495e+00
7.67197419e-03	7.17709830e+00
8.00553828e-03	7.98472287e+00
8.33910238e-03	8.92894009e+00
8.67266648e-03	9.98372930e+00
9.00623057e-03	1.11136491e+01
9.33979467e-03	1.22770904e+01
9.67335876e-03	1.34314959e+01
1.00069229e-02	1.45393963e+01
1.03404870e-02	1.55736072e+01
1.06740510e-02	1.65199815e+01
1.10076151e-02	1.73767530e+01
1.13411792e-02	1.81505558e+01
1.16747433e-02	1.88503082e+01
1.20083074e-02	1.94808813e+01
1.23418715e-02	2.00385574e+01
1.26754356e-02	2.05096702e+01
1.30089997e-02	2.08727617e+01
1.33425638e-02	2.11034763e+01
1.36761279e-02	2.11806586e+01
1.40096920e-02	2.10919466e+01
1.43432561e-02	2.08375427e+01
1.46768202e-02	2.04315659e+01
1.50103843e-02	1.99011181e+01
1.53439484e-02	1.92836697e+01
1.56775125e-02	1.86234826e+01
1.60110766e-02	1.79675995e+01
1.63446407e-02	1.73616289e+01
1.66782048e-02	1.68453117e+01
1.70117689e-02	1.64478275e+01
1.73453330e-02	1.61829758e+01
1.76788970e-02	1.60447148e+01
1.80124611e-02	1.60039046e+01
1.83460252e-02	1.60073444e+01
1.86795893e-02	1.59801551e+01
1.90131534e-02	1.58321729e+01
1.93467175e-02	1.54682724e+01
1.96802816e-02	1.48015824e+01
2.00138457e-02	1.37676121e+01
2.03474098e-02	1.23366735e+01
2.06809739e-02	1.05219135e+01
2.10145380e-02	8.38087496e+00
2.13481021e-02	6.00973676e+00
2.16816662e-02	3.53095383e+00
2.20152303e-02	1.07654123e+00
2.23487944e-02	-1.22972997e+00
2.26823585e-02	-3.28773866e+00
2.30159226e-02	-5.03121919e+00
2.33494867e-02	-6.43133338e+00
2.36830508e-02	-7.49382270e+00
2.40166149e-02	-8.25135674e+00
2.43501789e-02	-8.75348003e+00
2.46837430e-02	-9.05656260e+00
2.50173071e-02	-9.21553608e+00
2.53508712e-02	-9.27826573e+00
2.56844353e-02	-9.28256109e+00
2.60179994e-02	-9.25530869e+00
2.63515635e-02	-9.21308995e+00
2.66851276e-02	-9.16378102e+00
2.70186917e-02	-9.10882192e+00
2.73522558e-02	-9.04591404e+00
2.76858199e-02	-8.97183216e+00
2.80193840e-02	-8.88490059e+00
2.83529481e-02	-8.78662977e+00
2.86865122e-02	-8.68213005e+00
2.90200763e-02	-8.57921171e+00
2.93536404e-02	-8.48643622e+00
2.96872045e-02	-8.41066342e+00
3.00207686e-02	-8.35474050e+00
3.03543327e-02	-8.31588500e+00
3.06878968e-02	-8.28509507e+00
3.10214609e-02	-8.24766826e+00
3.13550249e-02	-8.18471321e+00
3.16885890e-02	-8.07541502e+00
3.20221531e-02	-7.89975357e+00
3.23557172e-02	-7.64132804e+00
3.26892813e-02	-7.28990558e+00
3.30228454e-02	-6.84329228e+00
3.33564095e-02	-6.30817096e+00
3.36899736e-02	-5.69968182e+00
3.40235377e-02	-5.03974460e+00
3.43571018e-02	-4.35437064e+00
3.46906659e-02	-3.67042776e+00
3.50242300e-02	-3.01242468e+00
3.53577941e-02	-2.39986234e+00
3.56913582e-02	-1.84555916e+00
3.60249223e-02	-1.35514700e+00
3.63584864e-02	-9.27698995e-01
3.66920505e-02	-5.57253369e-01
3.70256146e-02	-2.34869111e-01
3.73591787e-02	4.91894800e-02
3.76927428e-02	3.03507340e-01
3.80263069e-02	5.34086667e-01
3.83598709e-02	7.43581147e-01
3.86934350e-02	9.31227455e-01
3.90269991e-02	1.09340592e+00
3.93605632e-02	1.22469022e+00
3.96941273e-02	1.31919236e+00
4.00276914e-02	1.37197522e+00
4.03612555e-02	1.38029134e+00
4.06948196e-02	1.34443030e+00
4.10283837e-02	1.26801868e+00
4.13619478e-02	1.15772664e+00
4.16955119e-02	1.02246716e+00
4.20290760e-02	8.72295079e-01
4.23626401e-02	7.17266237e-01
4.26962042e-02	5.66492928e-01
4.30297683e-02	4.27534577e-01
4.33633324e-02	3.06140610e-01
4.36968965e-02	2.06252109e-01
4.40304606e-02	1.30122610e-01
4.43640247e-02	7.84426822e-02
4.46975888e-02	5.04345872e-02
4.50311529e-02	4.39641736e-02
4.53647169e-02	5.57608990e-02
4.56982810e-02	8.18135348e-02
4.60318451e-02	1.17934165e-01
4.63654092e-02	1.60386616e-01
4.66989733e-02	2.06413853e-01
4.70325374e-02	2.54502890e-01
4.73661015e-02	3.04297603e-01
4.76996656e-02	3.56175085e-01
4.80332297e-02	4.10600685e-01
4.83667938e-02	4.67436806e-01
4.87003579e-02	5.25383442e-01
4.90339220e-02	5.81684292e-01
4.93674861e-02	6.32164199e-01
4.97010502e-02	6.71600714e-01
5.00346143e-02	6.94380442e-01
5.03681784e-02	6.95353956e-01
5.07017425e-02	6.70770397e-01
5.10353066e-02	6.19150595e-01
5.13688707e-02	5.41943695e-01
5.17024348e-02	4.43827387e-01
